authfull,inst_name,cntry,np6019,np,firstyr,lastyr,rank (ns),nc9619 (ns),h19 (ns),hm19 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6019 cited9619 (ns),np cited9619 (ns),self%,rank,nc9619,h19,hm19,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6019 cited9619,np cited9619,np6019_d,np_d,nc9619_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,top percentile,top percentile (ns),is_diaspora,academic_age,percentile_group
"AVLAMIS, G.",,,5,6,1959,1964,7617851,1,1,0.5,1,0,1,0,2,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,1,0,1,0,2,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,61,unknown
"LAZANAS, G.",,,4,6,1957,1963,7617851,1,1,0.5,2,0,2,0,5,1,0.320013510792387,1,1.0,0,1,0.0,7690585,1,1,0.5,2,0,2,0,5,1,0.317886114629168,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,63,unknown
"Dimitriadi, N. A.",,,5,5,1982,1991,7617851,1,1,0.5,0,0,0,0,4,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,0,0,0,0,4,1,0.317886114629168,1,1.0,1,1,0,0,1,,,,,,,,,,,,1,38,unknown
"Pavlis, S.",,,5,5,1970,1973,7617851,1,1,0.5,1,0,1,0,4,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,1,0,1,0,4,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,50,unknown
"METAXAS, P.",,,5,5,1962,1963,7617851,1,1,0.5,1,0,4,0,5,1,0.320013510792387,1,1.0,1,1,0.0,7690585,1,1,0.5,1,0,4,0,5,1,0.317886114629168,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Courtis, J. M.",,,6,6,1967,1970,7632938,1,1,0.125,1,0,2,1,5,1,0.315836989406742,1,1.0,1,1,0.0,7702239,1,1,0.125,1,0,2,1,5,1,0.314222893034239,1,1.0,1,1,1,1,0,,,,,,,,,,,,1,53,unknown
"Kereiakes, J. G.",,,11,11,1988,1990,7635599,7,1,0.125,0,0,0,0,0,0,0.31172247470764,7,1.0,1,1,0.0,7704406,7,1,0.125,0,0,0,0,0,0,0.309871426761294,7,1.0,1,1,0,0,0,,,,,,,,,,,,1,32,unknown
"Papavassiliou, P.",,,8,8,1973,1994,7639409,6,1,0.166666666666666,0,0,1,0,1,0,0.308952354727895,6,1.0,1,1,0.0,7707143,6,1,0.166666666666666,0,0,1,0,1,0,0.307060542624168,6,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Nasi, C.",,,25,28,1956,1975,7649690,2,1,0.5,5,0,18,0,20,0,0.295731274240667,2,1.0,2,2,0.0,7714434,2,1,0.5,5,0,18,0,20,0,0.293541187845227,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,64,unknown
"Theodorides, M.",,,10,10,1962,1968,7649690,2,1,0.5,2,0,2,0,7,0,0.295731274240667,2,1.0,2,2,0.0,7714434,2,1,0.5,2,0,2,0,7,0,0.293541187845227,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,58,unknown
"Marcopoulos, A.",,,10,10,1967,1972,7651030,1,1,0.333333333333333,0,0,0,0,6,1,0.295046508315509,1,1.0,1,1,0.0,7715429,1,1,0.333333333333333,0,0,0,0,6,1,0.293146150596696,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Lazarides, N.",,,7,7,1974,1984,7651030,1,1,0.333333333333333,0,0,3,0,7,1,0.295046508315509,1,1.0,1,1,0.0,7715429,1,1,0.333333333333333,0,0,3,0,7,1,0.293146150596696,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Vaia, F.",,,7,7,1979,1997,7651030,1,1,0.333333333333333,1,0,1,0,7,1,0.295046508315509,1,1.0,1,1,0.0,7715429,1,1,0.333333333333333,1,0,1,0,7,1,0.293146150596696,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,41,unknown
"Papadopoulos, K.",,,11,11,1987,1992,7658646,3,1,0.342857142857142,0,0,1,0,1,0,0.294849399772679,3,1.0,2,2,0.0,7721673,3,1,0.342857142857142,0,0,1,0,1,0,0.292809425808804,3,1.0,2,2,0,0,0,,,,,,,,,,,,1,33,unknown
"Souris, D.",,,11,11,1974,1980,7659320,3,1,0.333333333333333,1,0,4,0,7,0,0.293340677956978,3,1.0,1,1,0.0,7722074,3,1,0.333333333333333,1,0,4,0,7,0,0.291314423615809,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Beis, M. J.",,,5,5,1961,1965,7664395,4,1,0.2,0,0,0,0,0,0,0.288518554310378,4,1.0,1,1,0.0,7724880,4,1,0.2,0,0,0,0,0,0,0.286646366093268,4,1.0,1,1,0,0,0,,,,,,,,,,,,1,59,unknown
"Tsepa, L. S.",,,20,20,1963,1987,7668694,1,1,0.25,1,0,4,0,14,1,0.281365986259713,1,1.0,1,1,0.0,7728564,1,1,0.25,1,0,4,0,14,1,0.279590032920204,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,57,unknown
"Triantaphyllidis, A.",,,17,17,1973,1989,7668694,1,1,0.25,0,0,10,0,17,1,0.281365986259713,1,1.0,1,1,0.0,7728564,1,1,0.25,0,0,10,0,17,1,0.279590032920204,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Manos, M.",,,9,9,1974,1984,7668694,1,1,0.25,4,0,6,0,8,1,0.281365986259713,1,1.0,1,1,0.0,7728564,1,1,0.25,4,0,6,0,8,1,0.279590032920204,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Zambelis, G.",,,8,8,1981,1990,7668694,1,1,0.25,4,0,5,0,8,1,0.281365986259713,1,1.0,1,1,0.0,7728564,1,1,0.25,4,0,5,0,8,1,0.279590032920204,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,39,unknown
"Kitsis, B. E.",,,6,6,1980,1990,7668694,1,1,0.25,0,0,0,0,3,1,0.281365986259713,1,1.0,1,1,0.0,7728564,1,1,0.25,0,0,0,0,3,1,0.279590032920204,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,40,unknown
"Mitsi, U.",,,11,11,1979,1984,7673249,2,1,0.4,0,0,1,0,3,0,0.281106543406535,2,1.0,2,2,0.0,7732093,2,1,0.4,0,0,1,0,3,0,0.279049447591022,2,1.0,2,2,0,0,0,,,,,,,,,,,,1,41,unknown
"Papatheodorou, B.",,,10,15,1953,1971,7674613,3,1,0.25,1,0,5,0,7,0,0.279660155901182,3,1.0,1,1,0.0,7732991,3,1,0.25,1,0,5,0,7,0,0.277758305939316,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,67,unknown
"Efthymiou, T.",,,5,5,1960,1971,7674613,3,1,0.25,0,0,1,0,2,0,0.279660155901182,3,1.0,1,1,0.0,7732991,3,1,0.25,0,0,1,0,2,0,0.277758305939316,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,60,unknown
"Adamopulos, G.",,,5,5,1979,1980,7674613,3,1,0.25,0,0,4,0,4,0,0.279660155901182,3,1.0,1,1,0.0,7732991,3,1,0.25,0,0,4,0,4,0,0.277758305939316,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,41,unknown
"Levis, P.",,,16,16,1980,1986,7684406,2,1,0.333333333333333,0,0,3,0,5,0,0.27076427176379,2,1.0,1,1,0.3333,7722074,3,1,0.333333333333333,0,0,3,0,5,0,0.291314423615809,3,1.0,1,1,0,0,0,,,,,,,,,,,,1,40,unknown
"Skoufas, P.",,,6,6,1977,1982,7689432,1,1,0.166666666666666,0,0,3,0,4,1,0.266741255425581,1,1.0,1,1,0.0,7743066,1,1,0.166666666666666,0,0,3,0,4,1,0.265098292665999,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,43,unknown
"Tsamis, J.",,,13,13,1976,1988,7695974,2,1,0.25,0,0,1,0,5,0,0.257083749707994,2,1.0,1,1,0.0,7747928,2,1,0.25,0,0,1,0,5,0,0.255245106136263,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,44,unknown
"Hadjifotiou, A.",Standard Telecommunication Laboratories Ltd.,,5,5,1976,1984,7695974,2,1,0.25,1,0,3,0,3,0,0.257083749707994,2,1.0,1,1,0.0,7747928,2,1,0.25,1,0,3,0,3,0,0.255245106136263,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,44,unknown
"Daicos, G.",,,5,5,1973,1978,7699751,1,1,0.111111111111111,0,0,0,0,5,1,0.256398983782836,1,1.0,1,1,0.0,7750733,1,1,0.111111111111111,0,0,0,0,5,1,0.254850068887732,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Lioupis, Alexandros",,,22,22,2018,2020,7699910,3,1,0.119630369630369,0,0,0,0,0,0,0.256312233476982,3,1.0,3,3,0.0,7750843,3,1,0.119630369630369,0,0,0,0,0,0,0.254622698789736,3,1.0,3,3,0,0,0,,,,,,,,,,,,1,2,unknown
"Drossos, C.",,,5,6,1957,1971,7702114,2,1,0.2,0,0,1,0,3,0,0.248430527003905,2,1.0,1,1,0.0,7752261,2,1,0.2,0,0,1,0,3,0,0.246670571861979,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,63,unknown
"Karidis, G.",,,11,11,1973,1988,7705966,2,1,0.166666666666666,0,0,1,0,8,0,0.242459018873862,2,1.0,1,1,0.0,7754957,2,1,0.166666666666666,0,0,1,0,8,0,0.240753365882058,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Joannides, Z.",,,8,8,1961,1982,7705966,2,1,0.166666666666666,1,0,1,0,4,0,0.242459018873862,2,1.0,1,1,0.0,7754957,2,1,0.166666666666666,1,0,1,0,4,0,0.240753365882058,2,1.0,1,1,0,0,0,,,,,,,,,,,,1,59,unknown
"Valassi, F.",,,11,13,1956,1971,7708511,1,1,0.333333333333333,1,0,2,0,10,0,0.238944614390635,1,1.0,1,1,0.0,7756604,1,1,0.333333333333333,1,0,2,0,10,0,0.237070650843055,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,64,unknown
"PROKOS, G.",,,9,9,1962,1965,7708511,1,1,0.333333333333333,0,0,3,0,4,0,0.238944614390635,1,1.0,1,1,0.0,7756604,1,1,0.333333333333333,0,0,3,0,4,0,0.237070650843055,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"LAMPIS, R.",,,9,9,1962,1963,7708511,1,1,0.333333333333333,0,0,2,0,6,0,0.238944614390635,1,1.0,1,1,0.0,7756604,1,1,0.333333333333333,0,0,2,0,6,0,0.237070650843055,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Tsotsou, M.",,,7,7,1974,1979,7708511,1,1,0.333333333333333,0,0,0,0,3,0,0.238944614390635,1,1.0,1,1,0.0,7756604,1,1,0.333333333333333,0,0,0,0,3,0,0.237070650843055,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Tsatsa, B.",,,5,5,1972,1980,7708511,1,1,0.333333333333333,2,0,3,0,4,0,0.238944614390635,1,1.0,1,1,0.0,7756604,1,1,0.333333333333333,2,0,3,0,4,0,0.237070650843055,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,48,unknown
"Ioannou, J.",,,19,45,1947,1975,7721225,1,1,0.25,7,0,15,0,30,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,7,0,15,0,30,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,73,unknown
"Psaras, G. G.",,,29,29,1988,2010,7721225,1,1,0.25,1,0,1,0,10,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,1,0,1,0,10,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,32,unknown
"Tassopoulos, J.",,,10,10,1973,1984,7721225,1,1,0.25,0,0,0,0,3,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,0,0,0,0,3,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Moulopoulos, S. D.",,,2,9,1952,1968,7721225,1,1,0.25,0,0,1,0,6,0,0.225264092334839,1,1.0,0,1,0.0,7766094,1,1,0.25,0,0,1,0,6,0,0.223514533166563,1,1.0,0,1,0,0,0,,,,,,,,,,,,1,68,unknown
"Sakellariou, G.",,,8,8,1962,1968,7721225,1,1,0.25,0,0,0,0,5,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,0,0,0,0,5,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,58,unknown
"Leonida, D.",,,7,7,1964,1975,7721225,1,1,0.25,5,0,6,0,6,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,5,0,6,0,6,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,56,unknown
"Alexiou, C.",,,6,6,1973,1980,7721225,1,1,0.25,0,0,0,0,2,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,0,0,0,0,2,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Orfanos, J.",,,5,5,1971,1976,7721225,1,1,0.25,0,0,0,0,1,0,0.225264092334839,1,1.0,1,1,0.0,7766094,1,1,0.25,0,0,0,0,1,0,0.223514533166563,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,49,unknown
"Geraga, W.",,,22,22,1967,1986,7731695,1,1,0.2,2,0,11,0,12,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,2,0,11,0,12,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,53,unknown
"Georgiou, V.",,,11,11,1974,1978,7731695,1,1,0.2,0,0,3,0,7,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,0,0,3,0,7,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Palama, C.",,,10,10,1986,1991,7731695,1,1,0.2,0,0,2,0,5,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,0,0,2,0,5,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,34,unknown
"Tsakonas, P.",,,9,9,1970,1982,7731695,1,1,0.2,0,0,1,0,3,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,0,0,1,0,3,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,50,unknown
"Papas, G.",,,5,5,1974,1980,7731695,1,1,0.2,0,0,1,0,2,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,0,0,1,0,2,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"Vassilopoulos, D.",,,5,5,1973,1976,7731695,1,1,0.2,0,0,0,0,2,0,0.21661086963075,1,1.0,1,1,0.0,7773817,1,1,0.2,0,0,0,0,2,0,0.214939998892279,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Konomi, G.",,,12,12,1973,1989,7740196,1,1,0.166666666666666,0,0,0,0,1,0,0.210639361500707,1,1.0,1,1,0.0,7779944,1,1,0.166666666666666,0,0,0,0,1,0,0.209022792912358,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Kavetsos, G.",,,6,6,1974,1984,7740196,1,1,0.166666666666666,0,0,0,0,0,0,0.210639361500707,1,1.0,1,1,0.0,7779944,1,1,0.166666666666666,0,0,0,0,0,0,0.209022792912358,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,46,unknown
"FERTAKIS, A.",,,5,5,1960,1964,7740196,1,1,0.166666666666666,0,0,0,0,1,0,0.210639361500707,1,1.0,1,1,0.0,7779944,1,1,0.166666666666666,0,0,0,0,1,0,0.209022792912358,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,60,unknown
"Scouteris, M.",,,14,14,1973,1981,7751781,1,1,0.111111111111111,0,0,3,0,5,0,0.200297089857961,1,1.0,1,1,0.0,7787875,1,1,0.111111111111111,0,0,3,0,5,0,0.198774569134091,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,47,unknown
"Moutsos, Kim",,,38,38,2003,2009,7757221,0,0,0.0,38,0,38,0,38,0,0.0,0,,0,0,,7791251,0,0,0.0,38,0,38,0,38,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,17,unknown
"Koleta, F.",,,28,37,1953,1985,7757221,0,0,0.0,30,0,34,0,37,0,0.0,0,,0,0,,7791251,0,0,0.0,30,0,34,0,37,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,67,unknown
"Stasinopoulos, E.",,,32,32,1966,1989,7757221,0,0,0.0,25,0,31,0,32,0,0.0,0,,0,0,,7791251,0,0,0.0,25,0,31,0,32,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Passa, J.",,,19,30,1948,1976,7757221,0,0,0.0,14,0,17,0,28,0,0.0,0,,0,0,,7791251,0,0,0.0,14,0,17,0,28,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,72,unknown
"Demertzis, D.",,,26,26,1973,1982,7757221,0,0,0.0,0,0,11,0,19,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,11,0,19,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Sideri, G.",,,22,24,1958,1970,7757221,0,0,0.0,0,0,7,0,17,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,7,0,17,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,62,unknown
"Markos, G.",,,22,22,1960,1971,7757221,0,0,0.0,0,0,7,0,14,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,7,0,14,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,60,unknown
"Xenakis, N.",,,21,21,1973,1977,7757221,0,0,0.0,21,0,21,0,21,0,0.0,0,,0,0,,7791251,0,0,0.0,21,0,21,0,21,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Panopoulos, C.",,,20,20,1968,1978,7757221,0,0,0.0,0,0,2,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Maroudis, D.",,,15,20,1953,1975,7757221,0,0,0.0,2,0,15,0,17,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,15,0,17,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,67,unknown
"Marangos, G. N.",,,4,19,1950,1974,7757221,0,0,0.0,15,0,18,0,19,0,0.0,0,,0,0,,7791251,0,0,0.0,15,0,18,0,19,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,70,unknown
"Nikolis, G.",,,14,19,1953,1990,7757221,0,0,0.0,15,0,19,0,19,0,0.0,0,,0,0,,7791251,0,0,0.0,15,0,19,0,19,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,67,unknown
"Koutoulidis, C.",,,18,18,1970,1980,7757221,0,0,0.0,0,0,5,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Karageorgis, B.",,,13,17,1949,1979,7757221,0,0,0.0,4,0,14,0,16,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,14,0,16,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,71,unknown
"Manta, I.",,,15,16,1959,1978,7757221,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Carcatzoulis, S.",,,16,16,1961,1975,7757221,0,0,0.0,5,0,9,0,12,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,9,0,12,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Katsatos, I.",,,15,15,1967,1976,7757221,0,0,0.0,3,0,9,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,9,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"Georgiadi, G. A.",,,15,15,1964,2009,7757221,0,0,0.0,5,0,11,0,13,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,11,0,13,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Grigoraş, O.",,,14,14,1969,1983,7757221,0,0,0.0,0,0,2,0,7,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,7,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"Chrones, Chris",,,14,14,1975,1983,7757221,0,0,0.0,14,0,14,0,14,0,0.0,0,,0,0,,7791251,0,0,0.0,14,0,14,0,14,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Louros, N. C.",,,14,14,1973,1978,7757221,0,0,0.0,14,0,14,0,14,0,0.0,0,,0,0,,7791251,0,0,0.0,14,0,14,0,14,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"CHRYSOSPATHES, P.",,,14,14,1962,1964,7757221,0,0,0.0,1,0,11,0,12,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,11,0,12,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Orfanidi, A. K.",,,12,13,1959,1989,7757221,0,0,0.0,7,0,9,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,7,0,9,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Mallios, K.",,,13,13,1968,1972,7757221,0,0,0.0,0,0,4,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Miaoulis, G.",,,13,13,1981,1991,7757221,0,0,0.0,9,0,12,0,12,0,0.0,0,,0,0,,7791251,0,0,0.0,9,0,12,0,12,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,39,unknown
"Vlyssides, Z.",,,7,13,1951,1974,7757221,0,0,0.0,6,0,13,0,13,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,13,0,13,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,69,unknown
"Filipas, V.",,,12,12,1970,1989,7757221,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Anastasiadis, P.",,,12,12,1984,1989,7757221,0,0,0.0,0,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,36,unknown
"Kalamaras, A.",,,12,12,1970,1979,7757221,0,0,0.0,4,0,6,0,12,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,6,0,12,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Segou, C.",,,11,11,1991,1994,7757221,0,0,0.0,11,0,11,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,11,0,11,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,29,unknown
"Souretis, J.",,,11,11,1973,1982,7757221,0,0,0.0,0,0,5,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Loukopoulos, N.",,,11,11,1966,1981,7757221,0,0,0.0,7,0,9,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,7,0,9,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Catsaros, Christophe",,,11,11,2011,2019,7757221,0,0,0.0,9,0,10,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,9,0,10,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,9,unknown
"Vafiadis, S.",,,11,11,1970,1981,7757221,0,0,0.0,1,0,6,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,6,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Polyrakis, G.",,,11,11,1974,1982,7757221,0,0,0.0,4,0,7,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,7,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Panagis, P.",,,11,11,1967,1969,7757221,0,0,0.0,0,0,3,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"Manta, I.",,,11,11,1961,1970,7757221,0,0,0.0,0,0,10,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,10,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Christomanos, A. A.",,,11,11,1964,1972,7757221,0,0,0.0,4,0,11,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,11,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Basiliou, B.",,,4,11,1953,1966,7757221,0,0,0.0,10,0,11,0,11,0,0.0,0,,0,0,,7791251,0,0,0.0,10,0,11,0,11,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,67,unknown
"Iliadis, A.",,,11,11,1975,1980,7757221,0,0,0.0,1,0,9,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,9,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Georgiades, J.",,,11,11,1962,1967,7757221,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Dimakakos, P. B.",,,11,11,1967,1972,7757221,0,0,0.0,6,0,9,0,9,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,9,0,9,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"Lampi, G. L.",,,10,10,1977,1996,7757221,0,0,0.0,4,0,6,0,10,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,6,0,10,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Syrmos, C.",,,10,10,1974,1979,7757221,0,0,0.0,1,0,3,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,3,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Theodosiou, A.",,,10,10,1970,1972,7757221,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Toussimis, D.",,,10,10,1973,1982,7757221,0,0,0.0,2,0,5,0,8,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,5,0,8,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Liakatas, J.",,,10,10,1975,1979,7757221,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Cholevas, M.",,,10,10,1964,1982,7757221,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
